Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2013,Convention & Cultural Services,Zoo Fund,"Charges, Fees, and Services",50000,R,Other Governmental Funds,1
2013,Convention & Cultural Services,Zoo Fund,Labor/Supply Offset,50000,E,Other Governmental Funds,2
2013,Convention & Cultural Services,Fairytale Town,"Charges, Fees, and Services",50000,R,Other Governmental Funds,3
2013,Convention & Cultural Services,Fairytale Town,Labor/Supply Offset,25000,E,Other Governmental Funds,4
2013,Convention & Cultural Services,Fairytale Town,Other Services and Supplies,25000,E,Other Governmental Funds,5
2013,Convention & Cultural Services,Sacramento Marina Fund,"Charges, Fees, and Services",262500,R,Enterprise Funds,6
2013,Convention & Cultural Services,Sacramento Marina Fund,Debt Service,1239112,E,Enterprise Funds,7
2013,Convention & Cultural Services,Sacramento Marina Fund,Employee Services,432594,E,Enterprise Funds,8
2013,Convention & Cultural Services,Sacramento Marina Fund,"Interest, Rents, Concessions",18000,R,Enterprise Funds,9
2013,Convention & Cultural Services,Sacramento Marina Fund,Intergovernmental,18000,R,Enterprise Funds,10
2013,Convention & Cultural Services,Sacramento Marina Fund,Labor/Supply Offset,59308,E,Enterprise Funds,11
2013,Convention & Cultural Services,Sacramento Marina Fund,Licenses  Permits,1117000,R,Enterprise Funds,12
2013,Convention & Cultural Services,Sacramento Marina Fund,Operating Transfers,183300,E,Enterprise Funds,13
2013,Convention & Cultural Services,Sacramento Marina Fund,Other Services and Supplies,388755,E,Enterprise Funds,14
2013,Convention & Cultural Services,Sacramento Marina Fund,Property,1000,E,Enterprise Funds,15
2013,Convention & Cultural Services,Community Center Fund,"Charges, Fees, and Services",6359000,R,Enterprise Funds,16
2013,Convention & Cultural Services,Community Center Fund,Employee Services,6802942,E,Enterprise Funds,17
2013,Convention & Cultural Services,Community Center Fund,"Interest, Rents, Concessions",577000,R,Enterprise Funds,18
2013,Convention & Cultural Services,Community Center Fund,Intergovernmental,65000,R,Enterprise Funds,19
2013,Convention & Cultural Services,Community Center Fund,Labor/Supply Offset,1051281,E,Enterprise Funds,20
2013,Convention & Cultural Services,Community Center Fund,Operating Transfers,1517200,E,Enterprise Funds,21
2013,Convention & Cultural Services,Community Center Fund,Other Services and Supplies,4792729,E,Enterprise Funds,22
2013,Convention & Cultural Services,Community Center Fund,Other Taxes,16024000,R,Enterprise Funds,23
2013,Convention & Cultural Services,Community Center Fund,Property,122000,E,Enterprise Funds,24
2013,Economic Development,General Fund,"Charges, Fees, and Services",1230251,R,General Fund,25
2013,Economic Development,General Fund,Employee Services,1391181,E,General Fund,26
2013,Economic Development,General Fund,Labor/Supply Offset,-47144,E,General Fund,27
2013,Economic Development,General Fund,Other Services and Supplies,1481374,E,General Fund,28
2013,Economic Development,General Fund,Property,2000,E,General Fund,29
2013,Economic Development,Parking Fund,Labor/Supply Offset,50000,E,Enterprise Funds,30
2013,Parks & Recreation,General Fund,"Charges, Fees, and Services",527072,R,General Fund,31
2013,Parks & Recreation,General Fund,Employee Services,16628131,E,General Fund,32
2013,Parks & Recreation,General Fund,Intergovernmental,219780,R,General Fund,33
2013,Parks & Recreation,General Fund,Labor/Supply Offset,-10928187,E,General Fund,34
2013,Parks & Recreation,General Fund,Licenses  Permits,187500,R,General Fund,35
2013,Parks & Recreation,General Fund,Operating Transfers,552702,E,General Fund,36
2013,Parks & Recreation,General Fund,Other Services and Supplies,7742126,E,General Fund,37
2013,Parks & Recreation,General Fund,Property,82789,E,General Fund,38
2013,Parks & Recreation,Laguna Creek Maint District,Labor/Supply Offset,126524,E,Other Governmental Funds,39
2013,Parks & Recreation,Neighborhood Water Quality Dst,Labor/Supply Offset,23944,E,Other Governmental Funds,40
2013,Parks & Recreation,N Natomas Lands Cfd 3,Labor/Supply Offset,745549,E,Other Governmental Funds,41
2013,Parks & Recreation,Citywide Lndscpng&Lghting Dist,Labor/Supply Offset,3243814,E,Other Governmental Funds,42
2013,Parks & Recreation,Neighborhood Park Maint CFD,"Charges, Fees, and Services",1013085,R,Other Governmental Funds,43
2013,Parks & Recreation,Neighborhood Park Maint CFD,Labor/Supply Offset,976569,E,Other Governmental Funds,44
2013,Parks & Recreation,Start,"Charges, Fees, and Services",10000,R,Other Governmental Funds,45
2013,Parks & Recreation,Start,Employee Services,5037322,E,Other Governmental Funds,46
2013,Parks & Recreation,Start,Intergovernmental,5208199,R,Other Governmental Funds,47
2013,Parks & Recreation,Start,Labor/Supply Offset,350,E,Other Governmental Funds,48
2013,Parks & Recreation,Start,Operating Transfers,-552702,E,Other Governmental Funds,49
2013,Parks & Recreation,Start,Other Services and Supplies,704303,E,Other Governmental Funds,50
2013,Mayor/Council,General Fund,Employee Services,3435866,E,General Fund,51
2013,Mayor/Council,General Fund,Intergovernmental,83169,R,General Fund,52
2013,Mayor/Council,General Fund,Labor/Supply Offset,-1564995,E,General Fund,53
2013,Mayor/Council,General Fund,Other Services and Supplies,492026,E,General Fund,54
2013,Mayor/Council,General Fund,Property,2010,E,General Fund,55
2013,Mayor/Council,Interdepartmental Service Fund,Labor/Supply Offset,1221495,E,General Fund,56
2013,Mayor/Council,Risk Management,Labor/Supply Offset,344000,E,Internal Service Funds,57
2013,City Manager,General Fund,Employee Services,2050087,E,General Fund,58
2013,City Manager,General Fund,Labor/Supply Offset,-1098950,E,General Fund,59
2013,City Manager,General Fund,Other Services and Supplies,554395,E,General Fund,60
2013,City Manager,General Fund,Property,16826,E,General Fund,61
2013,City Manager,Interdepartmental Service Fund,Labor/Supply Offset,1103006,E,General Fund,62
2013,City Attorney,General Fund,Employee Services,6067305,E,General Fund,63
2013,City Attorney,General Fund,Intergovernmental,52000,R,General Fund,64
2013,City Attorney,General Fund,Labor/Supply Offset,-2592441,E,General Fund,65
2013,City Attorney,General Fund,Other Services and Supplies,388902,E,General Fund,66
2013,City Attorney,General Fund,Property,13750,E,General Fund,67
2013,City Attorney,Interdepartmental Service Fund,Labor/Supply Offset,1924546,E,General Fund,68
2013,City Attorney,Water Fund,Labor/Supply Offset,188263,E,Enterprise Funds,69
2013,City Attorney,Risk Management,Labor/Supply Offset,471112,E,Internal Service Funds,70
2013,City Attorney,Cty/Cnty Office-Water Planning,Labor/Supply Offset,10000,E,Other Governmental Funds,71
2013,City Clerk,General Fund,"Charges, Fees, and Services",2000,R,General Fund,72
2013,City Clerk,General Fund,Employee Services,1245677,E,General Fund,73
2013,City Clerk,General Fund,Labor/Supply Offset,-413258,E,General Fund,74
2013,City Clerk,General Fund,Other Services and Supplies,502727,E,General Fund,75
2013,City Clerk,General Fund,Property,11000,E,General Fund,76
2013,City Clerk,Interdepartmental Service Fund,Labor/Supply Offset,417258,E,General Fund,77
2013,City Treasurer,General Fund,Contributions from Other Funds,1257000,R,General Fund,78
2013,City Treasurer,General Fund,Employee Services,1668288,E,General Fund,79
2013,City Treasurer,General Fund,Intergovernmental,1424000,R,General Fund,80
2013,City Treasurer,General Fund,Labor/Supply Offset,-305326,E,General Fund,81
2013,City Treasurer,General Fund,Other Services and Supplies,426467,E,General Fund,82
2013,City Treasurer,General Fund,Property,2000,E,General Fund,83
2013,City Treasurer,Interdepartmental Service Fund,Labor/Supply Offset,86809,E,General Fund,84
2013,City Treasurer,Assessment Bond Registration,"Charges, Fees, and Services",218867,R,Other Governmental Funds,85
2013,City Treasurer,Assessment Bond Registration,Labor/Supply Offset,218867,E,Other Governmental Funds,86
2013,Finance,General Fund,"Charges, Fees, and Services",70500,R,General Fund,87
2013,Finance,General Fund,Employee Services,6626341,E,General Fund,88
2013,Finance,General Fund,Fines Forfeitures Penalties,20000,R,General Fund,89
2013,Finance,General Fund,Intergovernmental,768851,R,General Fund,90
2013,Finance,General Fund,Labor/Supply Offset,-4043935,E,General Fund,91
2013,Finance,General Fund,Licenses  Permits,384000,R,General Fund,92
2013,Finance,General Fund,Miscellaneous Revenue,124000,R,General Fund,93
2013,Finance,General Fund,Other Services and Supplies,1874900,E,General Fund,94
2013,Finance,General Fund,Other Taxes,675000,R,General Fund,95
2013,Finance,General Fund,Property,17000,E,General Fund,96
2013,Finance,Interdepartmental Service Fund,Labor/Supply Offset,2317827,E,General Fund,97
2013,Finance,Major Street Construction,Other Taxes,500000,R,Other Governmental Funds,98
2013,Finance,Transportation Development,Intergovernmental,292601,R,Other Governmental Funds,99
2013,Finance,Power Inn Rd Md 2003-01,"Charges, Fees, and Services",7896,R,Other Governmental Funds,100
2013,General Services,Fleet Management,Labor/Supply Offset,1856677,E,Internal Service Funds,101
2013,General Services,Fleet Management,Miscellaneous Revenue,27979272,R,Internal Service Funds,102
2013,General Services,Fleet Management,Other Services and Supplies,17057417,E,Internal Service Funds,103
2013,General Services,Fleet Management,Property,11579887,E,Internal Service Funds,104
2013,Utilities,General Fund,Labor/Supply Offset,122410,E,General Fund,105
2013,Utilities,Northside Subdiv Maint Dist,Labor/Supply Offset,5000,E,Other Governmental Funds,106
2013,Utilities,Neighborhood Water Quality Dst,Labor/Supply Offset,25515,E,Other Governmental Funds,107
2013,Utilities,Willowcreek Assmnt Md,Labor/Supply Offset,19450,E,Other Governmental Funds,108
2013,Utilities,N Natomas Lands Cfd 3,Labor/Supply Offset,957323,E,Other Governmental Funds,109
2013,Utilities,Citywide Lndscpng&Lghting Dist,Labor/Supply Offset,137592,E,Other Governmental Funds,110
2013,Utilities,Golf Fund,Labor/Supply Offset,60000,E,Other Governmental Funds,111
2013,Utilities,Parking Fund,Labor/Supply Offset,1359,E,Enterprise Funds,112
2013,Utilities,Water Fund,"Charges, Fees, and Services",85087650,R,Enterprise Funds,113
2013,Utilities,Water Fund,Employee Services,23420792,E,Enterprise Funds,114
2013,Utilities,Water Fund,Intergovernmental,276357,R,Enterprise Funds,115
2013,Utilities,Water Fund,Labor/Supply Offset,566927,E,Enterprise Funds,116
2013,Utilities,Water Fund,Licenses  Permits,33239,R,Enterprise Funds,117
2013,Utilities,Water Fund,Operating Transfers,9489016,E,Enterprise Funds,118
2013,Utilities,Water Fund,Other Services and Supplies,22419949,E,Enterprise Funds,119
2013,Utilities,Water Fund,Property,1416858,E,Enterprise Funds,120
2013,Utilities,Wastewater Fund,"Charges, Fees, and Services",23062991,R,Enterprise Funds,121
2013,Utilities,Wastewater Fund,Employee Services,7828771,E,Enterprise Funds,122
2013,Utilities,Wastewater Fund,Intergovernmental,898225,R,Enterprise Funds,123
2013,Utilities,Wastewater Fund,Labor/Supply Offset,3494482,E,Enterprise Funds,124
2013,Utilities,Wastewater Fund,Operating Transfers,2391600,E,Enterprise Funds,125
2013,Utilities,Wastewater Fund,Other Services and Supplies,8310243,E,Enterprise Funds,126
2013,Utilities,Wastewater Fund,Property,592850,E,Enterprise Funds,127
2013,Utilities,Solid Waste and Recycling,Labor/Supply Offset,1878651,E,Enterprise Funds,128
2013,Utilities,Solid Waste and Recycling,Other Services and Supplies,2000,E,Enterprise Funds,129
2013,Utilities,Community Center Fund,Labor/Supply Offset,4983,E,Enterprise Funds,130
2013,Utilities,Storm Drainage Fund,"Charges, Fees, and Services",35013206,R,Enterprise Funds,131
2013,Utilities,Storm Drainage Fund,Employee Services,20014648,E,Enterprise Funds,132
2013,Utilities,Storm Drainage Fund,Labor/Supply Offset,-4790317,E,Enterprise Funds,133
2013,Utilities,Storm Drainage Fund,Operating Transfers,3812800,E,Enterprise Funds,134
2013,Utilities,Storm Drainage Fund,Other Services and Supplies,10690739,E,Enterprise Funds,135
2013,Utilities,Storm Drainage Fund,Property,1218704,E,Enterprise Funds,136
2013,Utilities,Water Grant Fund,Intergovernmental,423232,R,Enterprise Funds,137
2013,Utilities,Water Grant Fund,Other Services and Supplies,423232,E,Enterprise Funds,138
2013,Utilities,Storm Drainage Grant Fund,Intergovernmental,1039500,R,Enterprise Funds,139
2013,Utilities,Storm Drainage Grant Fund,Other Services and Supplies,1039500,E,Enterprise Funds,140
2013,Utilities,Fleet Management,Labor/Supply Offset,158979,E,Internal Service Funds,141
2013,Public Works,General Fund,"Charges, Fees, and Services",5720082,R,General Fund,142
2013,Public Works,General Fund,Debt Service,408518,E,General Fund,143
2013,Public Works,General Fund,Employee Services,31886484,E,General Fund,144
2013,Public Works,General Fund,Fines Forfeitures Penalties,10175022,R,General Fund,145
2013,Public Works,General Fund,Intergovernmental,148000,R,General Fund,146
2013,Public Works,General Fund,Labor/Supply Offset,-43927697,E,General Fund,147
2013,Public Works,General Fund,Licenses  Permits,39000,R,General Fund,148
2013,Public Works,General Fund,Other Services and Supplies,18533183,E,General Fund,149
2013,Public Works,General Fund,Property,426975,E,General Fund,150
2013,Public Works,Gas Tax 2106,Labor/Supply Offset,5374629,E,Other Governmental Funds,151
2013,Public Works,Gas Tax 2107,Labor/Supply Offset,1707167,E,Other Governmental Funds,152
2013,Public Works,Sacto Transp.Sales Tax-Maint.,Labor/Supply Offset,32417,E,Other Governmental Funds,153
2013,Public Works,Traffic Safety,Labor/Supply Offset,930914,E,Other Governmental Funds,154
2013,Public Works,Street Cut Fund,Licenses  Permits,75000,R,Other Governmental Funds,155
2013,Public Works,State Route #160-Relinq,Labor/Supply Offset,81228,E,Other Governmental Funds,156
2013,Public Works,State Route 275,Labor/Supply Offset,99856,E,Other Governmental Funds,157
2013,Public Works,Citation I-5 Main Fund,Labor/Supply Offset,10500,E,Other Governmental Funds,158
2013,Public Works,New Measure A Maintenance,Labor/Supply Offset,8183375,E,Other Governmental Funds,159
2013,Public Works,Power Inn Rd Md 2003-01,Labor/Supply Offset,6610,E,Other Governmental Funds,160
2013,Public Works,Neighborhood Lighting Dist,Labor/Supply Offset,28460,E,Other Governmental Funds,161
2013,Public Works,Northside Subdiv Maint Dist,Labor/Supply Offset,2576,E,Other Governmental Funds,162
2013,Public Works,Subdiv Lndscpng Maint Dist,Labor/Supply Offset,187350,E,Other Governmental Funds,163
2013,Public Works,Laguna Creek Maint District,Labor/Supply Offset,30286,E,Other Governmental Funds,164
2013,Public Works,12th Street Maint Benefit Area,Labor/Supply Offset,6343,E,Other Governmental Funds,165
2013,Public Works,Neighborhood Water Quality Dst,Labor/Supply Offset,15351,E,Other Governmental Funds,166
2013,Public Works,N Nat Lndscp 99-02,Labor/Supply Offset,404500,E,Other Governmental Funds,167
2013,Public Works,Willowcreek Lndscpng Cfd,Labor/Supply Offset,85000,E,Other Governmental Funds,168
2013,Public Works,N Natomas Lands Cfd 3,Labor/Supply Offset,340000,E,Other Governmental Funds,169
2013,Public Works,Village Garden N.-Mtce Dist #1,Labor/Supply Offset,25305,E,Other Governmental Funds,170
2013,Public Works,Citywide Lndscpng&Lghting Dist,Labor/Supply Offset,10010672,E,Other Governmental Funds,171
2013,Public Works,Del Paso Nuevo Landscaping CFD,Labor/Supply Offset,9000,E,Other Governmental Funds,172
2013,Public Works,William Land Park Fund,Labor/Supply Offset,20000,E,Other Governmental Funds,173
2013,Public Works,Parking Fund,"Charges, Fees, and Services",16083662,R,Enterprise Funds,174
2013,Public Works,Parking Fund,Employee Services,4524625,E,Enterprise Funds,175
2013,Public Works,Parking Fund,"Interest, Rents, Concessions",1119724,R,Enterprise Funds,176
2013,Public Works,Parking Fund,Labor/Supply Offset,1091020,E,Enterprise Funds,177
2013,Public Works,Parking Fund,Operating Transfers,1849000,E,Enterprise Funds,178
2013,Public Works,Parking Fund,Other Services and Supplies,4920485,E,Enterprise Funds,179
2013,Public Works,Parking Fund,Property,93905,E,Enterprise Funds,180
2013,Public Works,Storm Drainage Fund,Labor/Supply Offset,397721,E,Enterprise Funds,181
2013,Convention & Cultural Services,General Fund,"Charges, Fees, and Services",699529,R,General Fund,182
2013,Convention & Cultural Services,General Fund,Employee Services,2927167,E,General Fund,183
2013,Convention & Cultural Services,General Fund,"Interest, Rents, Concessions",267000,R,General Fund,184
2013,Convention & Cultural Services,General Fund,Intergovernmental,557409,R,General Fund,185
2013,Convention & Cultural Services,General Fund,Labor/Supply Offset,-720356,E,General Fund,186
2013,Convention & Cultural Services,General Fund,Licenses  Permits,36000,R,General Fund,187
2013,Convention & Cultural Services,General Fund,Other Services and Supplies,2499914,E,General Fund,188
2013,Convention & Cultural Services,General Fund,Property,2500,E,General Fund,189
2013,Convention & Cultural Services,Old Sacto Maint Dist,Labor/Supply Offset,69758,E,Other Governmental Funds,190
2013,Convention & Cultural Services,Old Sac Market,"Charges, Fees, and Services",60000,R,Other Governmental Funds,191
2013,Convention & Cultural Services,Old Sac Market,Other Services and Supplies,54000,E,Other Governmental Funds,192
2013,Convention & Cultural Services,H Street Theater Fund,Intergovernmental,30000,R,Other Governmental Funds,193
2013,Convention & Cultural Services,H Street Theater Fund,Miscellaneous Revenue,15000,R,Other Governmental Funds,194
2013,Convention & Cultural Services,H Street Theater Fund,Other Services and Supplies,25000,E,Other Governmental Funds,195
2013,Convention & Cultural Services,H Street Theater Fund,Property,20000,E,Other Governmental Funds,196
2013,Convention & Cultural Services,Golf Fund,"Charges, Fees, and Services",1365460,R,Other Governmental Funds,197
2013,Convention & Cultural Services,Golf Fund,Employee Services,110470,E,Other Governmental Funds,198
2013,Convention & Cultural Services,Golf Fund,Miscellaneous Revenue,168075,R,Other Governmental Funds,199
2013,Convention & Cultural Services,Golf Fund,Other Services and Supplies,97940,E,Other Governmental Funds,200
2013,Finance,Power Inn Rd Md 2003-01,Labor/Supply Offset,3601,E,Other Governmental Funds,201
2013,Finance,Neighborhood Lighting Dist,"Charges, Fees, and Services",31167,R,Other Governmental Funds,202
2013,Finance,Neighborhood Lighting Dist,Labor/Supply Offset,9084,E,Other Governmental Funds,203
2013,Finance,Northside Subdiv Maint Dist,"Charges, Fees, and Services",5544,R,Other Governmental Funds,204
2013,Finance,Northside Subdiv Maint Dist,Labor/Supply Offset,3743,E,Other Governmental Funds,205
2013,Finance,Subdiv Lndscpng Maint Dist,"Charges, Fees, and Services",204490,R,Other Governmental Funds,206
2013,Finance,Subdiv Lndscpng Maint Dist,Labor/Supply Offset,23923,E,Other Governmental Funds,207
2013,Finance,Laguna Creek Maint District,"Charges, Fees, and Services",192796,R,Other Governmental Funds,208
2013,Finance,Laguna Creek Maint District,Labor/Supply Offset,24636,E,Other Governmental Funds,209
2013,Finance,12th Street Maint Benefit Area,"Charges, Fees, and Services",13302,R,Other Governmental Funds,210
2013,Finance,12th Street Maint Benefit Area,Labor/Supply Offset,3308,E,Other Governmental Funds,211
2013,Finance,Old Sacto Maint Dist,"Charges, Fees, and Services",70606,R,Other Governmental Funds,212
2013,Finance,Citywide Lndscpng&Lghting Dist,Labor/Supply Offset,210639,E,Other Governmental Funds,213
2013,Finance,Old Sacto Maint Dist,Labor/Supply Offset,3538,E,Other Governmental Funds,214
2013,Finance,Downtown Plaza Bid,"Charges, Fees, and Services",116000,R,Other Governmental Funds,215
2013,Finance,Assessment Bond Registration,"Charges, Fees, and Services",44293,R,Other Governmental Funds,216
2013,Finance,Assessment Bond Registration,Labor/Supply Offset,44293,E,Other Governmental Funds,217
2013,Finance,Old Sacramento Bid,"Charges, Fees, and Services",142000,R,Other Governmental Funds,218
2013,Finance,Franklin Blvd Bid,"Charges, Fees, and Services",35000,R,Other Governmental Funds,219
2013,Finance,Sacramento Tourism Bid,Labor/Supply Offset,40000,E,Other Governmental Funds,220
2013,Finance,Del Paso Bid,"Charges, Fees, and Services",40000,R,Other Governmental Funds,221
2013,Finance,Stockton Blvd BIA,"Charges, Fees, and Services",43000,R,Other Governmental Funds,222
2013,Finance,Oak Park PBID,"Charges, Fees, and Services",218654,R,Other Governmental Funds,223
2013,Finance,Oak Park PBID,Labor/Supply Offset,5763,E,Other Governmental Funds,224
2013,Finance,Franklin Boulevard Pbid,"Charges, Fees, and Services",111317,R,Other Governmental Funds,225
2013,Finance,Franklin Boulevard Pbid,Labor/Supply Offset,4787,E,Other Governmental Funds,226
2013,Finance,Del Paso Prop & Business Imprv,"Charges, Fees, and Services",366387,R,Other Governmental Funds,227
2013,Finance,Del Paso Prop & Business Imprv,Labor/Supply Offset,8990,E,Other Governmental Funds,228
2013,Finance,Special District Info/Rpt Sys,Labor/Supply Offset,54000,E,Other Governmental Funds,229
2013,Finance,Special District Info/Rpt Sys,Other Services and Supplies,93993,E,Other Governmental Funds,230
2013,Finance,Downtown Sacramento Mgmt Dist,"Charges, Fees, and Services",2453241,R,Other Governmental Funds,231
2013,Finance,Downtown Sacramento Mgmt Dist,Labor/Supply Offset,7616,E,Other Governmental Funds,232
2013,Finance,The River District PBID,"Charges, Fees, and Services",345742,R,Other Governmental Funds,233
2013,Finance,The River District PBID,Labor/Supply Offset,5430,E,Other Governmental Funds,234
2013,Finance,N Natomas Transp Mgmt Assoc,"Charges, Fees, and Services",1040971,R,Other Governmental Funds,235
2013,Finance,N Natomas Transp Mgmt Assoc,Labor/Supply Offset,19483,E,Other Governmental Funds,236
2013,Finance,Stockton Blvd Pbid,"Charges, Fees, and Services",284435,R,Other Governmental Funds,237
2013,Finance,Stockton Blvd Pbid,Labor/Supply Offset,3336,E,Other Governmental Funds,238
2013,Finance,Neighborhood Water Quality Dst,"Charges, Fees, and Services",51320,R,Other Governmental Funds,239
2013,Finance,Neighborhood Water Quality Dst,Labor/Supply Offset,10712,E,Other Governmental Funds,240
2013,Finance,N Nat Lndscp 99-02,"Charges, Fees, and Services",245600,R,Other Governmental Funds,241
2013,Finance,N Nat Lndscp 99-02,Labor/Supply Offset,19409,E,Other Governmental Funds,242
2013,Finance,Willowcreek Assmnt Md,"Charges, Fees, and Services",3153,R,Other Governmental Funds,243
2013,Finance,Willowcreek Assmnt Md,Labor/Supply Offset,6927,E,Other Governmental Funds,244
2013,Finance,Willowcreek Lndscpng Cfd,"Charges, Fees, and Services",90586,R,Other Governmental Funds,245
2013,Finance,Willowcreek Lndscpng Cfd,Labor/Supply Offset,2769,E,Other Governmental Funds,246
2013,Finance,N Natomas Lands Cfd 3,"Charges, Fees, and Services",1721986,R,Other Governmental Funds,247
2013,Finance,N Natomas Lands Cfd 3,Labor/Supply Offset,21246,E,Other Governmental Funds,248
2013,Finance,Village Garden N.-Mtce Dist #1,"Charges, Fees, and Services",36684,R,Other Governmental Funds,249
2013,Finance,Village Garden N.-Mtce Dist #1,Labor/Supply Offset,5337,E,Other Governmental Funds,250
2013,Finance,Citywide Lndscpng&Lghting Dist,"Charges, Fees, and Services",14360431,R,Other Governmental Funds,251
2013,Finance,Neighborhood Park Maint CFD,Labor/Supply Offset,70584,E,Other Governmental Funds,252
2013,Finance,Power Inn Area Prop & Business,"Charges, Fees, and Services",498000,R,Other Governmental Funds,253
2013,Finance,Power Inn Area Prop & Business,Labor/Supply Offset,6867,E,Other Governmental Funds,254
2013,Finance,Greater Broadway PBID,"Charges, Fees, and Services",226397,R,Other Governmental Funds,255
2013,Finance,Greater Broadway PBID,Labor/Supply Offset,3066,E,Other Governmental Funds,256
2013,Finance,Midtown Sacramento PBID,"Charges, Fees, and Services",628319,R,Other Governmental Funds,257
2013,Finance,Midtown Sacramento PBID,Labor/Supply Offset,6961,E,Other Governmental Funds,258
2013,Finance,Del Paso Nuevo Landscaping CFD,"Charges, Fees, and Services",24917,R,Other Governmental Funds,259
2013,Finance,Del Paso Nuevo Landscaping CFD,Labor/Supply Offset,3834,E,Other Governmental Funds,260
2013,Finance,Sutter Business Imprvmt Area,"Charges, Fees, and Services",150000,R,Other Governmental Funds,261
2013,Finance,Sutter Business Imprvmt Area,Other Services and Supplies,150000,E,Other Governmental Funds,262
2013,Finance,Mack Road PBID,"Charges, Fees, and Services",410511,R,Other Governmental Funds,263
2013,Finance,Mack Road PBID,Labor/Supply Offset,6859,E,Other Governmental Funds,264
2013,Finance,Natomas Central CFD 2006-02,Labor/Supply Offset,11735,E,Other Governmental Funds,265
2013,Finance,Cty/Cnty Office-Water Planning,Labor/Supply Offset,39000,E,Other Governmental Funds,266
2013,Technology,General Fund,Employee Services,5921076,E,General Fund,267
2013,Technology,General Fund,Labor/Supply Offset,-3832719,E,General Fund,268
2013,Technology,General Fund,Other Services and Supplies,866978,E,General Fund,269
2013,Technology,General Fund,Property,392213,E,General Fund,270
2013,Technology,Interdepartmental Service Fund,Labor/Supply Offset,3832719,E,General Fund,271
2013,Technology,Storm Drainage Fund,Employee Services,127506,E,Enterprise Funds,272
2013,Human Resources,General Fund,"Charges, Fees, and Services",152000,R,General Fund,273
2013,Human Resources,General Fund,Employee Services,3008678,E,General Fund,274
2013,Human Resources,General Fund,Intergovernmental,120000,R,General Fund,275
2013,Human Resources,General Fund,Labor/Supply Offset,-1339915,E,General Fund,276
2013,Human Resources,General Fund,Operating Transfers,-27620,E,General Fund,277
2013,Human Resources,General Fund,Other Services and Supplies,578661,E,General Fund,278
2013,Human Resources,General Fund,Property,5500,E,General Fund,279
2013,Human Resources,Interdepartmental Service Fund,Labor/Supply Offset,1442392,E,General Fund,280
2013,Human Resources,Water Fund,Labor/Supply Offset,54653,E,Enterprise Funds,281
2013,Human Resources,Wastewater Fund,Labor/Supply Offset,17604,E,Enterprise Funds,282
2013,Human Resources,Solid Waste and Recycling,Labor/Supply Offset,91063,E,Enterprise Funds,283
2013,Human Resources,Storm Drainage Fund,Labor/Supply Offset,42802,E,Enterprise Funds,284
2013,Human Resources,Fleet Management,Labor/Supply Offset,40582,E,Internal Service Funds,285
2013,Human Resources,Risk Management,"Charges, Fees, and Services",302000,R,Internal Service Funds,286
2013,Human Resources,Risk Management,Employee Services,2533194,E,Internal Service Funds,287
2013,Human Resources,Risk Management,Labor/Supply Offset,2519125,E,Internal Service Funds,288
2013,Human Resources,Risk Management,Miscellaneous Revenue,12774306,R,Internal Service Funds,289
2013,Human Resources,Risk Management,Operating Transfers,27620,E,Internal Service Funds,290
2013,Human Resources,Risk Management,Other Services and Supplies,8590493,E,Internal Service Funds,291
2013,Human Resources,Risk Management,Property,25606,E,Internal Service Funds,292
2013,Human Resources,Worker's Compensation Fund,Employee Services,1747336,E,Internal Service Funds,293
2013,Human Resources,Worker's Compensation Fund,Labor/Supply Offset,447869,E,Internal Service Funds,294
2013,Human Resources,Worker's Compensation Fund,Miscellaneous Revenue,8874354,R,Internal Service Funds,295
2013,Human Resources,Worker's Compensation Fund,Other Services and Supplies,8181618,E,Internal Service Funds,296
2013,Human Resources,Worker's Compensation Fund,Property,17500,E,Internal Service Funds,297
2013,Police,General Fund,"Charges, Fees, and Services",8693500,R,General Fund,298
2013,Police,General Fund,Employee Services,121819689,E,General Fund,299
2013,Police,General Fund,Intergovernmental,634000,R,General Fund,300
2013,Parks & Recreation,Special Recreation,"Charges, Fees, and Services",2278179,R,Other Governmental Funds,301
2013,Police,General Fund,Labor/Supply Offset,-9311430,E,General Fund,302
2013,Police,General Fund,Licenses  Permits,555500,R,General Fund,303
2013,Police,General Fund,Operating Transfers,1422379,E,General Fund,304
2013,Police,General Fund,Other Services and Supplies,9906701,E,General Fund,305
2013,Police,General Fund,Property,186839,E,General Fund,306
2013,Police,Traffic Safety,Fines Forfeitures Penalties,900000,R,Other Governmental Funds,307
2013,Police,Risk Management,Labor/Supply Offset,532735,E,Internal Service Funds,308
2013,Fire,General Fund,"Charges, Fees, and Services",17943423,R,General Fund,309
2013,Fire,General Fund,Debt Service,419144,E,General Fund,310
2013,Fire,General Fund,Employee Services,85298329,E,General Fund,311
2013,Fire,General Fund,Intergovernmental,4529000,R,General Fund,312
2013,Fire,General Fund,Labor/Supply Offset,-3700895,E,General Fund,313
2013,Fire,General Fund,Licenses  Permits,514181,R,General Fund,314
2013,Fire,General Fund,Other Services and Supplies,9991961,E,General Fund,315
2013,Fire,General Fund,Property,1263213,E,General Fund,316
2013,Fire,Risk Management,Labor/Supply Offset,500000,E,Internal Service Funds,317
2013,General Services,General Fund,"Charges, Fees, and Services",255000,R,General Fund,318
2013,General Services,General Fund,Employee Services,12362676,E,General Fund,319
