Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Information Technology,General Fund,Other Services and Supplies,9400,Expenses,Fund Total,10311
2026,Human Resources,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,10312
2026,Human Resources,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10313
2026,Human Resources,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10314
2026,Information Technology,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10315
2026,Finance,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,10316
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,350,Expenses,Risk Management,10317
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,1500,Expenses,Risk Management,10318
2026,Police,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10319
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,2000,Expenses,Risk Management,10320
2026,Human Resources,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10321
2026,Police,General Fund,Other Services and Supplies,85,Expenses,Fund Total,10322
2026,Police,General Fund,Other Services and Supplies,250,Expenses,Fund Total,10323
2026,Police,General Fund,Other Services and Supplies,250,Expenses,Fund Total,10324
2026,Police,General Fund,Other Services and Supplies,300,Expenses,Fund Total,10325
2026,Police,General Fund,Other Services and Supplies,300,Expenses,Fund Total,10326
2026,Police,General Fund,Other Services and Supplies,200,Expenses,Fund Total,10327
2026,Police,General Fund,Other Services and Supplies,100,Expenses,Fund Total,10328
2026,Police,General Fund,Other Services and Supplies,140,Expenses,Fund Total,10329
2026,Police,General Fund,Other Services and Supplies,210,Expenses,Fund Total,10330
2026,Police,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10331
2026,Police,General Fund,Other Services and Supplies,100,Expenses,Fund Total,10332
2026,Police,General Fund,Other Services and Supplies,285,Expenses,Fund Total,10333
2026,Police,General Fund,Other Services and Supplies,850,Expenses,Fund Total,10334
2026,Police,General Fund,Other Services and Supplies,640,Expenses,Fund Total,10335
2026,Police,General Fund,Other Services and Supplies,901,Expenses,Fund Total,10336
2026,Police,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10337
2026,Police,General Fund,Other Services and Supplies,100,Expenses,Fund Total,10338
2026,Police,General Fund,Other Services and Supplies,100,Expenses,Fund Total,10339
2026,Fire,General Fund,Other Services and Supplies,8000,Expenses,Fund Total,10340
2026,Fire,General Fund,Other Services and Supplies,1650,Expenses,Fund Total,10341
2026,Fire,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10342
2026,Fire,General Fund,Other Services and Supplies,300,Expenses,Fund Total,10343
2026,Fire,General Fund,Other Services and Supplies,75,Expenses,Fund Total,10344
2026,Fire,General Fund,Other Services and Supplies,135,Expenses,Fund Total,10345
2026,Fire,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10346
2026,Fire,General Fund,Other Services and Supplies,200,Expenses,Fund Total,10347
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,3000,Expenses,Other Governmental Funds,10348
2026,Utilities,Water Fund,Other Services and Supplies,400,Expenses,Enterprise Funds,10349
2026,Fire,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,10350
2026,Utilities,Water Fund,Other Services and Supplies,10000,Expenses,Enterprise Funds,10351
2026,Utilities,Water Fund,Other Services and Supplies,820000,Expenses,Enterprise Funds,10352
2026,Utilities,Wastewater Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10353
2026,Utilities,Water Fund,Other Services and Supplies,2700,Expenses,Enterprise Funds,10354
2026,Utilities,Water Fund,Other Services and Supplies,8000,Expenses,Enterprise Funds,10355
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,300,Expenses,Enterprise Funds,10356
2026,Utilities,Water Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,10357
2026,Utilities,Wastewater Fund,Other Services and Supplies,100,Expenses,Enterprise Funds,10358
2026,Public Works,General Fund,Other Services and Supplies,700,Expenses,Fund Total,10359
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,35,Expenses,Fund Total,10360
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,10361
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,300,Expenses,Other Governmental Funds,10362
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10363
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,1500,Expenses,Fund Total,10364
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,500,Expenses,Fund Total,10365
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,150,Expenses,Fund Total,10366
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,12900,Expenses,Fund Total,10367
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,285,Expenses,Fund Total,10368
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,7500,Expenses,Fund Total,10369
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,44750,Expenses,Fund Total,10370
2026,Convention and Cultural Services,Measure U Fund,Employee Services,1500,Expenses,Fund Total,10371
2026,Public Works,Marina Fund,Employee Services,500,Expenses,Other Governmental Funds,10372
2026,Public Works,General Fund,Employee Services,37270,Expenses,Fund Total,10373
2026,Utilities,Wastewater Fund,Employee Services,600,Expenses,Enterprise Funds,10374
2026,Utilities,Water Fund,Employee Services,2000,Expenses,Enterprise Funds,10375
2026,Utilities,Water Fund,Employee Services,200,Expenses,Enterprise Funds,10376
2026,Utilities,Storm Drainage Fund,Employee Services,250,Expenses,Enterprise Funds,10377
2026,Public Works,General Fund,Employee Services,11032,Expenses,Fund Total,10378
2026,Community Development,Measure U Fund,Employee Services,14033,Expenses,Fund Total,10379
2026,Community Development,General Fund,Employee Services,1000,Expenses,Fund Total,10380
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,2250,Expenses,Fund Total,10381
2026,Community Response,Measure U Fund,Employee Services,10000,Expenses,Fund Total,10382
2026,Citywide and Community Support,General Fund,Employee Services,9103429,Expenses,Fund Total,10383
2026,Citywide and Community Support,Measure U Fund,Employee Services,879378,Expenses,Fund Total,10384
2026,Citywide and Community Support,START Fund,Employee Services,4704,Expenses,Other Governmental Funds,10385
2026,Citywide and Community Support,Parking Fund,Employee Services,76351,Expenses,Enterprise Funds,10386
2026,Citywide and Community Support,Water Fund,Employee Services,505193,Expenses,Enterprise Funds,10387
2026,Citywide and Community Support,Wastewater Fund,Employee Services,163382,Expenses,Enterprise Funds,10388
2026,Citywide and Community Support,Recycling and Solid Waste,Employee Services,385777,Expenses,Enterprise Funds,10389
2026,Citywide and Community Support,Community Center Fund,Employee Services,106627,Expenses,Enterprise Funds,10390
2026,Citywide and Community Support,Storm Drainage Fund,Employee Services,229581,Expenses,Enterprise Funds,10391
2026,Citywide and Community Support,4th R Program,Employee Services,29687,Expenses,Other Governmental Funds,10392
2026,Citywide and Community Support,Fleet Management Fund,Employee Services,140844,Expenses,Internal Service Funds,10393
2026,Citywide and Community Support,Risk Mgmt Fund,Employee Services,16293,Expenses,Risk Management,10394
2026,Citywide and Community Support,Worker's Compensation Fund,Employee Services,36143,Expenses,Risk Management,10395
2026,Citywide and Community Support,Cty/Cnty Office-Water Planning,Employee Services,1613,Expenses,Other Governmental Funds,10396
2026,Citywide and Community Support,General Fund,Employee Services,6095403,Expenses,Fund Total,10397
2026,Citywide and Community Support,Innovation and Growth Fund,Employee Services,17162,Expenses,Other Governmental Funds,10398
2026,Citywide and Community Support,Measure U Fund,Employee Services,486023,Expenses,Fund Total,10399
2026,Citywide and Community Support,Marina Fund,Employee Services,9240,Expenses,Other Governmental Funds,10400
2026,Citywide and Community Support,Parking Fund,Employee Services,115084,Expenses,Enterprise Funds,10401
2026,Citywide and Community Support,Water Fund,Employee Services,168753,Expenses,Enterprise Funds,10402
2026,Citywide and Community Support,Recycling and Solid Waste,Employee Services,88853,Expenses,Enterprise Funds,10403
2026,Citywide and Community Support,Community Center Fund,Employee Services,93080,Expenses,Enterprise Funds,10404
2026,Citywide and Community Support,Storm Drainage Fund,Employee Services,14119,Expenses,Enterprise Funds,10405
2026,Citywide and Community Support,4th R Program,Employee Services,21178,Expenses,Other Governmental Funds,10406
2026,Citywide and Community Support,Fleet Management Fund,Employee Services,60330,Expenses,Internal Service Funds,10407
2026,Citywide and Community Support,Risk Mgmt Fund,Employee Services,11323,Expenses,Risk Management,10408
2026,Citywide and Community Support,Worker's Compensation Fund,Employee Services,7777,Expenses,Risk Management,10409
2026,Citywide and Community Support,Cty/Cnty Office-Water Planning,Employee Services,2924,Expenses,Other Governmental Funds,10410
2026,City Manager,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10411
2026,Mayor/Council,Measure U Fund,Other Services and Supplies,3500,Expenses,Fund Total,10412
2026,Human Resources,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10413
2026,Human Resources,General Fund,Other Services and Supplies,7750,Expenses,Fund Total,10414
2026,Community Development,General Fund,Other Services and Supplies,10625,Expenses,Fund Total,10415
2026,Citywide and Community Support,Measure U Fund,Other Services and Supplies,14271661,Expenses,Fund Total,10416
2026,Community Development,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10417
2026,Community Development,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10418
2026,City Clerk,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10419
2026,City Treasurer,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10420
2026,Fire,Measure U Fund,Other Services and Supplies,57000,Expenses,Fund Total,10421
2026,Utilities,Wastewater Fund,Other Services and Supplies,2400,Expenses,Enterprise Funds,10422
2026,Utilities,Water Fund,Other Services and Supplies,4625,Expenses,Enterprise Funds,10423
2026,Public Works,General Fund,Other Services and Supplies,50,Expenses,Fund Total,10424
2026,City Clerk,General Fund,Other Services and Supplies,50,Expenses,Fund Total,10425
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,797,Expenses,Risk Management,10426
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,11000,Expenses,Risk Management,10427
2026,Police,General Fund,Other Services and Supplies,33400,Expenses,Fund Total,10428
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,27500,Expenses,Other Governmental Funds,10429
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,7500,Expenses,Enterprise Funds,10430
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,2500,Expenses,Enterprise Funds,10431
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10432
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1707,Expenses,Fund Total,10433
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1750,Expenses,Fund Total,10434
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10435
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,13000,Expenses,Fund Total,10436
2026,Public Works,Fleet Management Fund,Other Services and Supplies,1725,Expenses,Internal Service Funds,10437
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1348,Expenses,Fund Total,10438
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,10439
2026,Utilities,Water Fund,Other Services and Supplies,410000,Expenses,Enterprise Funds,10440
2026,Public Works,Marina Fund,Other Services and Supplies,36500,Expenses,Other Governmental Funds,10441
2026,Public Works,General Fund,Other Services and Supplies,37500,Expenses,Fund Total,10442
2026,Public Works,General Fund,Other Services and Supplies,337947,Expenses,Fund Total,10443
2026,Public Works,General Fund,Other Services and Supplies,8500,Expenses,Fund Total,10444
2026,Public Works,Parking Fund,Other Services and Supplies,34606,Expenses,Enterprise Funds,10445
2026,Public Works,General Fund,Other Services and Supplies,1750,Expenses,Fund Total,10446
2026,Citywide and Community Support,General Fund,Other Services and Supplies,400000,Expenses,Fund Total,10447
2026,Utilities,Water Fund,Other Services and Supplies,26189,Expenses,Enterprise Funds,10448
2026,Utilities,Wastewater Fund,Other Services and Supplies,23063,Expenses,Enterprise Funds,10449
2026,Public Works,Parking Fund,Other Services and Supplies,275830,Expenses,Enterprise Funds,10450
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,13450645,Expenses,Risk Management,10451
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,111074,Expenses,Risk Management,10452
2026,Citywide and Community Support,General Fund,Other Services and Supplies,37938315,Expenses,Fund Total,10453
2026,Citywide and Community Support,Measure U Fund,Other Services and Supplies,4311933,Expenses,Fund Total,10454
2026,Utilities,Water Fund,Other Services and Supplies,3576914,Expenses,Enterprise Funds,10455
2026,Utilities,Wastewater Fund,Other Services and Supplies,1245631,Expenses,Enterprise Funds,10456
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,975847,Expenses,Enterprise Funds,10457
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2517245,Expenses,Enterprise Funds,10458
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,127615,Expenses,Enterprise Funds,10459
2026,Public Works,Marina Fund,Other Services and Supplies,2234,Expenses,Other Governmental Funds,10460
2026,Public Works,Fleet Management Fund,Other Services and Supplies,5242,Expenses,Internal Service Funds,10461
2026,Public Works,Parking Fund,Other Services and Supplies,6789,Expenses,Enterprise Funds,10462
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,8635167,Expenses,Risk Management,10463
2026,Citywide and Community Support,General Fund,Other Services and Supplies,108034,Expenses,Fund Total,10464
2026,Utilities,Water Fund,Other Services and Supplies,76316,Expenses,Enterprise Funds,10465
2026,Utilities,Wastewater Fund,Other Services and Supplies,1527,Expenses,Enterprise Funds,10466
2026,Public Works,Parking Fund,Other Services and Supplies,1601,Expenses,Enterprise Funds,10467
2026,Public Works,Parking Fund,Other Services and Supplies,15217,Expenses,Enterprise Funds,10468
2026,Public Works,Parking Fund,Other Services and Supplies,15941,Expenses,Enterprise Funds,10469
2026,Public Works,Parking Fund,Other Services and Supplies,13522,Expenses,Enterprise Funds,10470
2026,Public Works,Parking Fund,Other Services and Supplies,6947,Expenses,Enterprise Funds,10471
2026,Public Works,Parking Fund,Other Services and Supplies,16327,Expenses,Enterprise Funds,10472
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,4452,Expenses,Enterprise Funds,10473
2026,"Youth, Parks, and Community Enrichment",Golf Fund,Other Services and Supplies,1754,Expenses,Other Governmental Funds,10474
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10475
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,1896000,Expenses,Risk Management,10476
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,122,Expenses,Enterprise Funds,10477
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,575000,Expenses,Risk Management,10478
2026,Utilities,Wastewater Fund,Other Services and Supplies,313,Expenses,Enterprise Funds,10479
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,585,Expenses,Enterprise Funds,10480
2026,City Manager,Measure U Fund,Other Services and Supplies,6000,Expenses,Fund Total,10481
2026,City Manager,General Fund,Other Services and Supplies,4250,Expenses,Fund Total,10482
2026,City Treasurer,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10483
2026,Finance,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10484
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10485
2026,Finance,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10486
2026,Finance,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10487
2026,Finance,General Fund,Other Services and Supplies,2265,Expenses,Fund Total,10488
2026,Finance,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10489
2026,Finance,General Fund,Other Services and Supplies,1974,Expenses,Fund Total,10490
2026,Finance,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10491
2026,Information Technology,General Fund,Other Services and Supplies,35190,Expenses,Fund Total,10492
2026,Finance,General Fund,Other Services and Supplies,4197,Expenses,Fund Total,10493
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,2976,Expenses,Risk Management,10494
2026,Police,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10495
2026,Police,General Fund,Other Services and Supplies,480,Expenses,Fund Total,10496
2026,Police,General Fund,Other Services and Supplies,320,Expenses,Fund Total,10497
2026,Police,General Fund,Other Services and Supplies,14000,Expenses,Fund Total,10498
2026,Police,General Fund,Other Services and Supplies,13000,Expenses,Fund Total,10499
2026,Police,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,10500
2026,Police,General Fund,Other Services and Supplies,800,Expenses,Fund Total,10501
2026,Police,General Fund,Other Services and Supplies,100,Expenses,Fund Total,10502
2026,Fire,General Fund,Other Services and Supplies,6746,Expenses,Fund Total,10503
2026,Fire,Measure U Fund,Other Services and Supplies,5250,Expenses,Fund Total,10504
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10505
2026,Public Works,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,10506
2026,Public Works,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10507
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,10508
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10509
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,10510
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,1800,Expenses,Fund Total,10511
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,25000,Expenses,Enterprise Funds,10512
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,517,Expenses,Fund Total,10513
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10514
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,7000,Expenses,Enterprise Funds,10515
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,250,Expenses,Fund Total,10516
2026,Public Works,General Fund,Other Services and Supplies,250,Expenses,Fund Total,10517
2026,Public Works,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,10518
2026,Public Works,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10519
2026,Public Works,General Fund,Other Services and Supplies,17600,Expenses,Fund Total,10520
2026,Utilities,Wastewater Fund,Other Services and Supplies,100,Expenses,Enterprise Funds,10521
2026,Public Works,General Fund,Other Services and Supplies,1900,Expenses,Fund Total,10522
2026,Public Works,Parking Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10523
2026,Public Works,General Fund,Other Services and Supplies,720,Expenses,Fund Total,10524
2026,Community Development,General Fund,Other Services and Supplies,672,Expenses,Fund Total,10525
2026,Community Development,Measure U Fund,Other Services and Supplies,6880,Expenses,Fund Total,10526
2026,Community Development,General Fund,Other Services and Supplies,265,Expenses,Fund Total,10527
2026,Public Works,Parking Fund,Other Services and Supplies,100,Expenses,Enterprise Funds,10528
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,10529
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,10530
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,10531
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,10532
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,10533
2026,Public Works,Parking Fund,Other Services and Supplies,980,Expenses,Enterprise Funds,10534
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,27000,Expenses,Fund Total,10535
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,25000,Expenses,Enterprise Funds,10536
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,3500,Expenses,Enterprise Funds,10537
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10538
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,25000,Expenses,Fund Total,10539
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2400,Expenses,Enterprise Funds,10540
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2400,Expenses,Enterprise Funds,10541
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,15750,Expenses,Enterprise Funds,10542
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,14000,Expenses,Fund Total,10543
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,600,Expenses,Enterprise Funds,10544
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,750,Expenses,Fund Total,10545
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1500,Expenses,Enterprise Funds,10546
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1500,Expenses,Enterprise Funds,10547
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,100,Expenses,Fund Total,10548
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,1500,Expenses,Fund Total,10549
2026,Public Works,Marina Fund,Other Services and Supplies,3050,Expenses,Other Governmental Funds,10550
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2400,Expenses,Enterprise Funds,10551
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,10552
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,5000,Expenses,Fund Total,10553
2026,Public Works,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,10554
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10555
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,15000,Expenses,Fund Total,10556
2026,Public Works,Fleet Management Fund,Other Services and Supplies,27354,Expenses,Internal Service Funds,10557
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,600,Expenses,Fund Total,10558
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,14500,Expenses,Enterprise Funds,10559
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,15000,Expenses,Fund Total,10560
2026,Public Works,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,10561
2026,Utilities,Water Fund,Other Services and Supplies,150,Expenses,Enterprise Funds,10562
2026,Utilities,Water Fund,Other Services and Supplies,7000,Expenses,Enterprise Funds,10563
2026,Public Works,General Fund,Other Services and Supplies,9000,Expenses,Fund Total,10564
2026,Public Works,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,10565
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,10566
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10567
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10568
2026,Utilities,Water Fund,Other Services and Supplies,3000,Expenses,Enterprise Funds,10569
2026,Utilities,Water Fund,Other Services and Supplies,1600,Expenses,Enterprise Funds,10570
2026,Utilities,Water Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10571
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10572
2026,Utilities,Water Fund,Other Services and Supplies,9000,Expenses,Enterprise Funds,10573
2026,Utilities,Water Fund,Other Services and Supplies,1500,Expenses,Enterprise Funds,10574
2026,Utilities,Water Fund,Other Services and Supplies,400,Expenses,Enterprise Funds,10575
2026,Utilities,Water Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,10576
2026,Public Works,General Fund,Other Services and Supplies,3942,Expenses,Fund Total,10577
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,10578
2026,Utilities,Wastewater Fund,Other Services and Supplies,10000,Expenses,Enterprise Funds,10579
2026,Public Works,General Fund,Other Services and Supplies,14000,Expenses,Fund Total,10580
2026,Utilities,Water Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,10581
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10582
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,10583
2026,Public Works,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,10584
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10585
2026,Utilities,Water Fund,Other Services and Supplies,1500,Expenses,Enterprise Funds,10586
2026,Public Works,General Fund,Other Services and Supplies,4083,Expenses,Fund Total,10587
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10588
2026,Utilities,Water Fund,Other Services and Supplies,6000,Expenses,Enterprise Funds,10589
2026,Utilities,Water Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10590
2026,Public Works,General Fund,Other Services and Supplies,8250,Expenses,Fund Total,10591
2026,Public Works,General Fund,Other Services and Supplies,400,Expenses,Fund Total,10592
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10593
2026,Utilities,Water Fund,Other Services and Supplies,18080,Expenses,Enterprise Funds,10594
2026,Utilities,Water Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10595
2026,Public Works,Parking Fund,Other Services and Supplies,10000,Expenses,Enterprise Funds,10596
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10597
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,10598
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,10599
2026,Public Works,General Fund,Other Services and Supplies,4169,Expenses,Fund Total,10600
2026,Utilities,Water Fund,Other Services and Supplies,15000,Expenses,Enterprise Funds,10601
2026,Community Development,General Fund,Other Services and Supplies,9000,Expenses,Fund Total,10602
2026,Community Development,General Fund,Other Services and Supplies,7249,Expenses,Fund Total,10603
2026,Fire,General Fund,Other Services and Supplies,2043,Expenses,Fund Total,10604
2026,Fire,General Fund,Other Services and Supplies,15000,Expenses,Fund Total,10605
2026,Community Development,General Fund,Other Services and Supplies,5300,Expenses,Fund Total,10606
2026,Fire,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10607
2026,Community Development,General Fund,Other Services and Supplies,14000,Expenses,Fund Total,10608
2026,Community Development,Measure U Fund,Other Services and Supplies,7573,Expenses,Fund Total,10609
2026,Utilities,Water Fund,Other Services and Supplies,750,Expenses,Enterprise Funds,10610
2026,Community Development,General Fund,Other Services and Supplies,7000,Expenses,Fund Total,10611
2026,Community Development,General Fund,Other Services and Supplies,27910,Expenses,Fund Total,10612
2026,Community Development,Measure U Fund,Other Services and Supplies,2095,Expenses,Fund Total,10613
2026,Public Works,Parking Fund,Other Services and Supplies,250,Expenses,Enterprise Funds,10614
2026,Community Development,General Fund,Other Services and Supplies,2457,Expenses,Fund Total,10615
2026,Public Works,Parking Fund,Other Services and Supplies,200,Expenses,Enterprise Funds,10616
2026,Community Development,Measure U Fund,Other Services and Supplies,6602,Expenses,Fund Total,10617
2026,Community Development,Measure U Fund,Other Services and Supplies,4190,Expenses,Fund Total,10618
2026,Community Development,Measure U Fund,Other Services and Supplies,1800,Expenses,Fund Total,10619
2026,Public Works,Parking Fund,Other Services and Supplies,1700,Expenses,Enterprise Funds,10620
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,10621
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1578,Expenses,Fund Total,10622
2026,"Youth, Parks, and Community Enrichment",General Fund,Other Services and Supplies,500,Expenses,Fund Total,10623
