Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Utilities,Water Fund,Employee Services,42772,Expenses,Enterprise Funds,12977
2026,Public Works,General Fund,Employee Services,22156,Expenses,Fund Total,12978
2026,Public Works,General Fund,Employee Services,193098,Expenses,Fund Total,12979
2026,Public Works,Recycling and Solid Waste,Employee Services,31123,Expenses,Enterprise Funds,12980
2026,Public Works,Parking Fund,Employee Services,114918,Expenses,Enterprise Funds,12981
2026,Public Works,Parking Fund,Employee Services,63155,Expenses,Enterprise Funds,12982
2026,Utilities,Water Fund,Employee Services,98742,Expenses,Enterprise Funds,12983
2026,Utilities,Water Fund,Employee Services,64492,Expenses,Enterprise Funds,12984
2026,Public Works,General Fund,Employee Services,32066,Expenses,Fund Total,12985
2026,Public Works,General Fund,Employee Services,55123,Expenses,Fund Total,12986
2026,Public Works,Recycling and Solid Waste,Employee Services,40249,Expenses,Enterprise Funds,12987
2026,Public Works,Recycling and Solid Waste,Employee Services,141605,Expenses,Enterprise Funds,12988
2026,Public Works,Parking Fund,Employee Services,28356,Expenses,Enterprise Funds,12989
2026,Public Works,Parking Fund,Employee Services,33878,Expenses,Enterprise Funds,12990
2026,Utilities,Water Fund,Employee Services,450298,Expenses,Enterprise Funds,12991
2026,Public Works,General Fund,Employee Services,226047,Expenses,Fund Total,12992
2026,Public Works,General Fund,Employee Services,49956,Expenses,Fund Total,12993
2026,Public Works,Recycling and Solid Waste,Employee Services,37157,Expenses,Enterprise Funds,12994
2026,Public Works,General Fund,Employee Services,50908,Expenses,Fund Total,12995
2026,Utilities,Cty/Cnty Office-Water Planning,Employee Services,43201,Expenses,Other Governmental Funds,12996
2026,Utilities,Wastewater Fund,Employee Services,376866,Expenses,Enterprise Funds,12997
2026,Utilities,Storm Drainage Fund,Employee Services,313652,Expenses,Enterprise Funds,12998
2026,Public Works,General Fund,Employee Services,64932,Expenses,Fund Total,12999
2026,Public Works,General Fund,Employee Services,34803,Expenses,Fund Total,13000
2026,Utilities,Water Fund,Employee Services,11343,Expenses,Enterprise Funds,13001
2026,Utilities,Water Fund,Employee Services,29809,Expenses,Enterprise Funds,13002
2026,Utilities,Water Fund,Employee Services,72179,Expenses,Enterprise Funds,13003
2026,Utilities,Water Fund,Employee Services,46495,Expenses,Enterprise Funds,13004
2026,Public Works,General Fund,Employee Services,166940,Expenses,Fund Total,13005
2026,Utilities,Water Fund,Employee Services,13969,Expenses,Enterprise Funds,13006
2026,Utilities,Wastewater Fund,Employee Services,53379,Expenses,Enterprise Funds,13007
2026,Utilities,Water Fund,Employee Services,45751,Expenses,Enterprise Funds,13008
2026,Utilities,Storm Drainage Fund,Employee Services,35840,Expenses,Enterprise Funds,13009
2026,Public Works,General Fund,Employee Services,220738,Expenses,Fund Total,13010
2026,Public Works,General Fund,Employee Services,93963,Expenses,Fund Total,13011
2026,Utilities,Water Fund,Employee Services,236952,Expenses,Enterprise Funds,13012
2026,Utilities,Wastewater Fund,Employee Services,36814,Expenses,Enterprise Funds,13013
2026,Utilities,Water Fund,Employee Services,61958,Expenses,Enterprise Funds,13014
2026,Utilities,Water Fund,Employee Services,109737,Expenses,Enterprise Funds,13015
2026,Public Works,General Fund,Employee Services,40865,Expenses,Fund Total,13016
2026,Public Works,General Fund,Employee Services,72324,Expenses,Fund Total,13017
2026,Utilities,Storm Drainage Fund,Employee Services,121122,Expenses,Enterprise Funds,13018
2026,Utilities,Water Fund,Employee Services,151650,Expenses,Enterprise Funds,13019
2026,Utilities,Water Fund,Employee Services,85540,Expenses,Enterprise Funds,13020
2026,Utilities,Water Fund,Employee Services,26518,Expenses,Enterprise Funds,13021
2026,Public Works,Marina Fund,Employee Services,24892,Expenses,Other Governmental Funds,13022
2026,Public Works,Fleet Management Fund,Employee Services,106013,Expenses,Internal Service Funds,13023
2026,Utilities,Wastewater Fund,Employee Services,6078481,Expenses,Enterprise Funds,13024
2026,Public Works,General Fund,Employee Services,3645912,Expenses,Fund Total,13025
2026,Public Works,General Fund,Employee Services,805745,Expenses,Fund Total,13026
2026,Public Works,General Fund,Employee Services,821091,Expenses,Fund Total,13027
2026,Public Works,General Fund,Employee Services,1505473,Expenses,Fund Total,13028
2026,Utilities,Cty/Cnty Office-Water Planning,Employee Services,696784,Expenses,Other Governmental Funds,13029
2026,Utilities,Water Fund,Employee Services,182957,Expenses,Enterprise Funds,13030
2026,Utilities,Storm Drainage Fund,Employee Services,5058909,Expenses,Enterprise Funds,13031
2026,Utilities,Water Fund,Employee Services,1164180,Expenses,Enterprise Funds,13032
2026,Public Works,General Fund,Employee Services,1047291,Expenses,Fund Total,13033
2026,Public Works,General Fund,Employee Services,561341,Expenses,Fund Total,13034
2026,Utilities,Water Fund,Employee Services,480798,Expenses,Enterprise Funds,13035
2026,Utilities,Water Fund,Employee Services,225308,Expenses,Enterprise Funds,13036
2026,Utilities,Water Fund,Employee Services,749921,Expenses,Enterprise Funds,13037
2026,Utilities,Water Fund,Employee Services,737916,Expenses,Enterprise Funds,13038
2026,Public Works,General Fund,Employee Services,2692584,Expenses,Fund Total,13039
2026,Public Works,General Fund,Employee Services,3576073,Expenses,Fund Total,13040
2026,Utilities,Wastewater Fund,Employee Services,860959,Expenses,Enterprise Funds,13041
2026,Utilities,Water Fund,Employee Services,3821803,Expenses,Enterprise Funds,13042
2026,Utilities,Storm Drainage Fund,Employee Services,578061,Expenses,Enterprise Funds,13043
2026,Utilities,Water Fund,Employee Services,999321,Expenses,Enterprise Funds,13044
2026,Public Works,General Fund,Employee Services,1515526,Expenses,Fund Total,13045
2026,Public Works,General Fund,Employee Services,659110,Expenses,Fund Total,13046
2026,Utilities,Wastewater Fund,Employee Services,593773,Expenses,Enterprise Funds,13047
2026,Utilities,Storm Drainage Fund,Employee Services,1953582,Expenses,Enterprise Funds,13048
2026,Utilities,Water Fund,Employee Services,1769947,Expenses,Enterprise Funds,13049
2026,Utilities,Water Fund,Employee Services,1379684,Expenses,Enterprise Funds,13050
2026,Public Works,General Fund,Employee Services,1166514,Expenses,Fund Total,13051
2026,Public Works,Marina Fund,Employee Services,401490,Expenses,Other Governmental Funds,13052
2026,Utilities,Water Fund,Employee Services,2445967,Expenses,Enterprise Funds,13053
2026,Utilities,Wastewater Fund,Employee Services,577862,Expenses,Enterprise Funds,13054
2026,Utilities,Water Fund,Employee Services,427715,Expenses,Enterprise Funds,13055
2026,Utilities,Water Fund,Employee Services,339191,Expenses,Enterprise Funds,13056
2026,Public Works,Fleet Management Fund,Employee Services,1709882,Expenses,Internal Service Funds,13057
2026,Public Works,Fleet Management Fund,Employee Services,449606,Expenses,Internal Service Funds,13058
2026,Utilities,Storm Drainage Fund,Employee Services,1477982,Expenses,Enterprise Funds,13059
2026,Utilities,Storm Drainage Fund,Employee Services,804752,Expenses,Enterprise Funds,13060
2026,Utilities,Water Fund,Employee Services,508990,Expenses,Enterprise Funds,13061
2026,Utilities,Water Fund,Employee Services,473826,Expenses,Enterprise Funds,13062
2026,Public Works,Fleet Management Fund,Employee Services,926772,Expenses,Internal Service Funds,13063
2026,Public Works,Fleet Management Fund,Employee Services,1586794,Expenses,Internal Service Funds,13064
2026,Utilities,Water Fund,Employee Services,797834,Expenses,Enterprise Funds,13065
2026,Utilities,Water Fund,Employee Services,502220,Expenses,Enterprise Funds,13066
2026,Public Works,General Fund,Employee Services,1322514,Expenses,Fund Total,13067
2026,Public Works,General Fund,Employee Services,1429641,Expenses,Fund Total,13068
2026,Public Works,Fleet Management Fund,Employee Services,375481,Expenses,Internal Service Funds,13069
2026,Public Works,Fleet Management Fund,Employee Services,1234906,Expenses,Internal Service Funds,13070
2026,Utilities,Water Fund,Employee Services,853617,Expenses,Enterprise Funds,13071
2026,Utilities,Water Fund,Employee Services,1212136,Expenses,Enterprise Funds,13072
2026,Public Works,Fleet Management Fund,Employee Services,137376,Expenses,Internal Service Funds,13073
2026,Public Works,General Fund,Employee Services,3655864,Expenses,Fund Total,13074
2026,Utilities,Wastewater Fund,Employee Services,1347074,Expenses,Enterprise Funds,13075
2026,Public Works,General Fund,Employee Services,2116995,Expenses,Fund Total,13076
2026,Public Works,General Fund,Employee Services,828141,Expenses,Fund Total,13077
2026,Utilities,Storm Drainage Fund,Employee Services,1585084,Expenses,Enterprise Funds,13078
2026,Utilities,Water Fund,Employee Services,653501,Expenses,Enterprise Funds,13079
2026,Public Works,General Fund,Employee Services,120426,Expenses,Fund Total,13080
2026,Utilities,Storm Drainage Fund,Employee Services,1246959,Expenses,Enterprise Funds,13081
2026,Utilities,Storm Drainage Fund,Employee Services,1776574,Expenses,Enterprise Funds,13082
2026,Public Works,General Fund,Employee Services,783594,Expenses,Fund Total,13083
2026,Public Works,Recycling and Solid Waste,Employee Services,1511182,Expenses,Enterprise Funds,13084
2026,Fire,Measure U Fund,Employee Services,1422661,Expenses,Fund Total,13085
2026,Public Works,General Fund,Employee Services,1043146,Expenses,Fund Total,13086
2026,Public Works,Recycling and Solid Waste,Employee Services,4008423,Expenses,Enterprise Funds,13087
2026,Public Works,Recycling and Solid Waste,Employee Services,1970187,Expenses,Enterprise Funds,13088
2026,Community Development,General Fund,Employee Services,241973,Expenses,Fund Total,13089
2026,Community Development,Measure U Fund,Employee Services,1064240,Expenses,Fund Total,13090
2026,Community Response,Measure U Fund,Employee Services,888685,Expenses,Fund Total,13091
2026,Convention and Cultural Services,Measure U Fund,Employee Services,809662,Expenses,Fund Total,13092
2026,Convention and Cultural Services,Measure U Fund,Employee Services,682641,Expenses,Fund Total,13093
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,2137024,Expenses,Fund Total,13094
2026,"Youth, Parks, and Community Enrichment",General Fund,Employee Services,1440155,Expenses,Fund Total,13095
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,7007787,Expenses,Fund Total,13096
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,123719,Expenses,Fund Total,13097
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,705071,Expenses,Fund Total,13098
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,448510,Expenses,Fund Total,13099
2026,Community Response,Measure U Fund,Employee Services,1955679,Expenses,Fund Total,13100
2026,Community Response,Measure U Fund,Employee Services,594961,Expenses,Fund Total,13101
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,3700248,Expenses,Fund Total,13102
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,1336213,Expenses,Fund Total,13103
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,556065,Expenses,Fund Total,13104
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,378111,Expenses,Fund Total,13105
2026,"Youth, Parks, and Community Enrichment",4th R Program,Employee Services,5876434,Expenses,Other Governmental Funds,13106
2026,"Youth, Parks, and Community Enrichment",START Fund,Employee Services,1425712,Expenses,Other Governmental Funds,13107
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,134438,Expenses,Fund Total,13108
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,6098342,Expenses,Fund Total,13109
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,424216,Expenses,Fund Total,13110
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,1545957,Expenses,Fund Total,13111
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,2597004,Expenses,Fund Total,13112
2026,Public Works,Measure U Fund,Employee Services,405807,Expenses,Fund Total,13113
2026,Convention and Cultural Services,Community Center Fund,Employee Services,1311550,Expenses,Enterprise Funds,13114
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,897981,Expenses,Fund Total,13115
2026,Utilities,Wastewater Fund,Employee Services,35827,Expenses,Enterprise Funds,13116
2026,Utilities,Storm Drainage Fund,Employee Services,91635,Expenses,Enterprise Funds,13117
2026,Utilities,Water Fund,Employee Services,21030,Expenses,Enterprise Funds,13118
2026,Utilities,Water Fund,Employee Services,31557,Expenses,Enterprise Funds,13119
2026,Public Works,Fleet Management Fund,Employee Services,27876,Expenses,Internal Service Funds,13120
2026,Public Works,Fleet Management Fund,Employee Services,57460,Expenses,Internal Service Funds,13121
2026,Utilities,Storm Drainage Fund,Employee Services,49895,Expenses,Enterprise Funds,13122
2026,Utilities,Water Fund,Employee Services,49466,Expenses,Enterprise Funds,13123
2026,Utilities,Water Fund,Employee Services,29377,Expenses,Enterprise Funds,13124
2026,Public Works,General Fund,Employee Services,76891,Expenses,Fund Total,13125
2026,Public Works,Fleet Management Fund,Employee Services,98381,Expenses,Internal Service Funds,13126
2026,Public Works,Fleet Management Fund,Employee Services,23280,Expenses,Internal Service Funds,13127
2026,Utilities,Water Fund,Employee Services,31138,Expenses,Enterprise Funds,13128
2026,Utilities,Water Fund,Employee Services,51297,Expenses,Enterprise Funds,13129
2026,Public Works,Fleet Management Fund,Employee Services,76564,Expenses,Internal Service Funds,13130
2026,Public Works,Fleet Management Fund,Employee Services,8517,Expenses,Internal Service Funds,13131
2026,Utilities,Water Fund,Employee Services,75152,Expenses,Enterprise Funds,13132
2026,Utilities,Wastewater Fund,Employee Services,83519,Expenses,Enterprise Funds,13133
2026,Public Works,General Fund,Employee Services,226664,Expenses,Fund Total,13134
2026,Public Works,General Fund,Employee Services,131254,Expenses,Fund Total,13135
2026,Utilities,Storm Drainage Fund,Employee Services,98275,Expenses,Enterprise Funds,13136
2026,Utilities,Water Fund,Employee Services,40517,Expenses,Enterprise Funds,13137
2026,Public Works,General Fund,Employee Services,51345,Expenses,Fund Total,13138
2026,Public Works,General Fund,Employee Services,7466,Expenses,Fund Total,13139
2026,Utilities,Storm Drainage Fund,Employee Services,77311,Expenses,Enterprise Funds,13140
2026,Utilities,Storm Drainage Fund,Employee Services,110148,Expenses,Enterprise Funds,13141
2026,Public Works,General Fund,Employee Services,47771,Expenses,Fund Total,13142
2026,Public Works,Recycling and Solid Waste,Employee Services,93693,Expenses,Enterprise Funds,13143
2026,Fire,Measure U Fund,Employee Services,33345,Expenses,Fund Total,13144
2026,Public Works,General Fund,Employee Services,87010,Expenses,Fund Total,13145
2026,Public Works,General Fund,Employee Services,64675,Expenses,Fund Total,13146
2026,Public Works,Recycling and Solid Waste,Employee Services,248522,Expenses,Enterprise Funds,13147
2026,Public Works,Recycling and Solid Waste,Employee Services,122152,Expenses,Enterprise Funds,13148
2026,Community Development,General Fund,Employee Services,60231,Expenses,Fund Total,13149
2026,Community Development,General Fund,Employee Services,15002,Expenses,Fund Total,13150
2026,Community Development,Measure U Fund,Employee Services,68387,Expenses,Fund Total,13151
2026,Community Response,Measure U Fund,Employee Services,50899,Expenses,Fund Total,13152
2026,Convention and Cultural Services,Measure U Fund,Employee Services,50199,Expenses,Fund Total,13153
2026,Convention and Cultural Services,Measure U Fund,Employee Services,42324,Expenses,Fund Total,13154
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,128423,Expenses,Fund Total,13155
2026,"Youth, Parks, and Community Enrichment",General Fund,Employee Services,89290,Expenses,Fund Total,13156
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,434483,Expenses,Fund Total,13157
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,7671,Expenses,Fund Total,13158
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,43172,Expenses,Fund Total,13159
2026,Community Response,Measure U Fund,Employee Services,121252,Expenses,Fund Total,13160
2026,Community Response,Measure U Fund,Employee Services,36888,Expenses,Fund Total,13161
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,27808,Expenses,Fund Total,13162
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,229415,Expenses,Fund Total,13163
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,82845,Expenses,Fund Total,13164
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,34476,Expenses,Fund Total,13165
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,23443,Expenses,Fund Total,13166
2026,"Youth, Parks, and Community Enrichment",4th R Program,Employee Services,364339,Expenses,Other Governmental Funds,13167
2026,"Youth, Parks, and Community Enrichment",START Fund,Employee Services,88394,Expenses,Other Governmental Funds,13168
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,8335,Expenses,Fund Total,13169
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,378097,Expenses,Fund Total,13170
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,26301,Expenses,Fund Total,13171
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,95849,Expenses,Fund Total,13172
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,161014,Expenses,Fund Total,13173
2026,Public Works,General Fund,Employee Services,93312,Expenses,Fund Total,13174
2026,Public Works,Measure U Fund,Employee Services,25160,Expenses,Fund Total,13175
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Employee Services,55675,Expenses,Fund Total,13176
2026,Community Development,General Fund,Employee Services,118744,Expenses,Fund Total,13177
2026,Convention and Cultural Services,Community Center Fund,Employee Services,77399,Expenses,Enterprise Funds,13178
2026,Convention and Cultural Services,Community Center Fund,Employee Services,81946,Expenses,Enterprise Funds,13179
2026,Community Development,General Fund,Employee Services,177918,Expenses,Fund Total,13180
2026,Convention and Cultural Services,Community Center Fund,Employee Services,152301,Expenses,Enterprise Funds,13181
2026,Convention and Cultural Services,Community Center Fund,Employee Services,28248,Expenses,Enterprise Funds,13182
2026,Community Development,General Fund,Employee Services,225951,Expenses,Fund Total,13183
2026,Community Development,General Fund,Employee Services,140656,Expenses,Fund Total,13184
2026,Convention and Cultural Services,Community Center Fund,Employee Services,95146,Expenses,Enterprise Funds,13185
2026,Convention and Cultural Services,Community Center Fund,Employee Services,7740,Expenses,Enterprise Funds,13186
2026,Community Development,General Fund,Employee Services,245743,Expenses,Fund Total,13187
2026,Community Development,Measure U Fund,Employee Services,93434,Expenses,Fund Total,13188
2026,Convention and Cultural Services,Community Center Fund,Employee Services,29739,Expenses,Enterprise Funds,13189
2026,Convention and Cultural Services,Measure U Fund,Employee Services,14742,Expenses,Fund Total,13190
2026,Community Development,Measure U Fund,Employee Services,36778,Expenses,Fund Total,13191
2026,Community Development,General Fund,Employee Services,159121,Expenses,Fund Total,13192
2026,Community Development,Measure U Fund,Employee Services,65983,Expenses,Fund Total,13193
2026,Community Development,Measure U Fund,Employee Services,154744,Expenses,Fund Total,13194
2026,Convention and Cultural Services,Measure U Fund,Employee Services,15965,Expenses,Fund Total,13195
2026,Convention and Cultural Services,Measure U Fund,Employee Services,10890,Expenses,Fund Total,13196
2026,Convention and Cultural Services,Measure U Fund,Employee Services,3198,Expenses,Fund Total,13197
2026,Community Development,General Fund,Employee Services,64762,Expenses,Fund Total,13198
2026,Community Development,Measure U Fund,Employee Services,194679,Expenses,Fund Total,13199
2026,Human Resources,General Fund,Employee Services,17003,Expenses,Fund Total,13200
2026,Human Resources,Risk Mgmt Fund,Employee Services,6723,Expenses,Risk Management,13201
2026,Fire,General Fund,Employee Services,16856,Expenses,Fund Total,13202
2026,Police,General Fund,Employee Services,221910,Expenses,Fund Total,13203
2026,Police,General Fund,Employee Services,150013,Expenses,Fund Total,13204
2026,City Manager,Measure U Fund,Employee Services,5318,Expenses,Fund Total,13205
2026,City Attorney,General Fund,Employee Services,147499,Expenses,Fund Total,13206
2026,Police,General Fund,Employee Services,42556,Expenses,Fund Total,13207
2026,Police,General Fund,Employee Services,80647,Expenses,Fund Total,13208
2026,Community Development,General Fund,Employee Services,1981023,Expenses,Fund Total,13209
2026,Convention and Cultural Services,Community Center Fund,Employee Services,1321714,Expenses,Enterprise Funds,13210
2026,Convention and Cultural Services,Community Center Fund,Employee Services,2456460,Expenses,Enterprise Funds,13211
2026,Community Development,General Fund,Employee Services,2869649,Expenses,Fund Total,13212
2026,Community Development,General Fund,Employee Services,3653150,Expenses,Fund Total,13213
2026,Convention and Cultural Services,Community Center Fund,Employee Services,455618,Expenses,Enterprise Funds,13214
2026,Convention and Cultural Services,Community Center Fund,Employee Services,1549167,Expenses,Enterprise Funds,13215
2026,Community Development,General Fund,Employee Services,2268650,Expenses,Fund Total,13216
2026,Community Development,General Fund,Employee Services,3972295,Expenses,Fund Total,13217
2026,Convention and Cultural Services,Community Center Fund,Employee Services,124844,Expenses,Enterprise Funds,13218
2026,Convention and Cultural Services,Community Center Fund,Employee Services,479669,Expenses,Enterprise Funds,13219
2026,Community Development,Measure U Fund,Employee Services,1506994,Expenses,Fund Total,13220
2026,Community Development,Measure U Fund,Employee Services,593197,Expenses,Fund Total,13221
2026,Convention and Cultural Services,Measure U Fund,Employee Services,237773,Expenses,Fund Total,13222
2026,Convention and Cultural Services,Measure U Fund,Employee Services,257508,Expenses,Fund Total,13223
2026,Community Development,General Fund,Employee Services,2566471,Expenses,Fund Total,13224
2026,Community Development,General Fund,Employee Services,1044543,Expenses,Fund Total,13225
2026,Community Development,Measure U Fund,Employee Services,2495877,Expenses,Fund Total,13226
2026,Community Development,Measure U Fund,Employee Services,1110598,Expenses,Fund Total,13227
2026,Convention and Cultural Services,Measure U Fund,Employee Services,175643,Expenses,Fund Total,13228
2026,Convention and Cultural Services,Measure U Fund,Employee Services,51581,Expenses,Fund Total,13229
2026,Community Development,Measure U Fund,Employee Services,3139992,Expenses,Fund Total,13230
2026,Community Development,General Fund,Employee Services,971475,Expenses,Fund Total,13231
2026,Fire,General Fund,Employee Services,2572,Expenses,Fund Total,13232
2026,City Manager,General Fund,Employee Services,-2572,Expenses,Fund Total,13233
2026,Human Resources,Risk Mgmt Fund,Employee Services,67224,Expenses,Risk Management,13234
2026,Human Resources,Risk Mgmt Fund,Employee Services,196356,Expenses,Risk Management,13235
2026,Fire,General Fund,Employee Services,171141,Expenses,Fund Total,13236
2026,Fire,General Fund,Employee Services,73296,Expenses,Fund Total,13237
2026,Police,General Fund,Employee Services,1869281,Expenses,Fund Total,13238
2026,Police,General Fund,Employee Services,1349933,Expenses,Fund Total,13239
2026,City Manager,Measure U Fund,Employee Services,55758,Expenses,Fund Total,13240
2026,City Attorney,General Fund,Employee Services,1037952,Expenses,Fund Total,13241
2026,Police,General Fund,Employee Services,382172,Expenses,Fund Total,13242
2026,Police,General Fund,Employee Services,687444,Expenses,Fund Total,13243
2026,Fire,General Fund,Employee Services,8606322,Expenses,Fund Total,13244
2026,Fire,General Fund,Employee Services,23642,Expenses,Fund Total,13245
2026,Police,General Fund,Employee Services,49356,Expenses,Fund Total,13246
2026,Police,General Fund,Employee Services,1619712,Expenses,Fund Total,13247
2026,City Clerk,General Fund,Employee Services,318588,Expenses,Fund Total,13248
2026,City Treasurer,General Fund,Employee Services,255972,Expenses,Fund Total,13249
2026,Police,General Fund,Employee Services,18858,Expenses,Fund Total,13250
2026,Police,General Fund,Employee Services,1679031,Expenses,Fund Total,13251
2026,Fire,General Fund,Employee Services,32790,Expenses,Fund Total,13252
2026,Police,General Fund,Employee Services,97429,Expenses,Fund Total,13253
2026,Police,General Fund,Employee Services,1154996,Expenses,Fund Total,13254
2026,Finance,General Fund,Employee Services,55506,Expenses,Fund Total,13255
2026,Finance,General Fund,Employee Services,30576,Expenses,Fund Total,13256
2026,Police,General Fund,Employee Services,97614,Expenses,Fund Total,13257
2026,Police,General Fund,Employee Services,1098703,Expenses,Fund Total,13258
2026,Fire,General Fund,Employee Services,486458,Expenses,Fund Total,13259
2026,Fire,General Fund,Employee Services,137770,Expenses,Fund Total,13260
2026,Mayor/Council,General Fund,Employee Services,37032,Expenses,Fund Total,13261
2026,Mayor/Council,General Fund,Employee Services,24072,Expenses,Fund Total,13262
2026,Finance,General Fund,Employee Services,161900,Expenses,Fund Total,13263
2026,Police,General Fund,Employee Services,256982,Expenses,Fund Total,13264
2026,Police,General Fund,Employee Services,348625,Expenses,Fund Total,13265
2026,Fire,General Fund,Employee Services,2479791,Expenses,Fund Total,13266
2026,Mayor/Council,General Fund,Employee Services,35724,Expenses,Fund Total,13267
2026,Mayor/Council,General Fund,Employee Services,43920,Expenses,Fund Total,13268
2026,Finance,General Fund,Employee Services,228862,Expenses,Fund Total,13269
2026,Finance,General Fund,Employee Services,110007,Expenses,Fund Total,13270
2026,Police,General Fund,Employee Services,666037,Expenses,Fund Total,13271
2026,Police,General Fund,Employee Services,28458,Expenses,Fund Total,13272
2026,Fire,General Fund,Employee Services,159174,Expenses,Fund Total,13273
2026,Fire,General Fund,Employee Services,23330,Expenses,Fund Total,13274
2026,Mayor/Council,General Fund,Employee Services,35724,Expenses,Fund Total,13275
2026,Mayor/Council,General Fund,Employee Services,24072,Expenses,Fund Total,13276
2026,Finance,General Fund,Employee Services,292310,Expenses,Fund Total,13277
2026,Finance,General Fund,Employee Services,104166,Expenses,Fund Total,13278
2026,Police,General Fund,Employee Services,54962,Expenses,Fund Total,13279
2026,Police,General Fund,Employee Services,55506,Expenses,Fund Total,13280
2026,Mayor/Council,General Fund,Employee Services,61644,Expenses,Fund Total,13281
2026,Mayor/Council,General Fund,Employee Services,42612,Expenses,Fund Total,13282
2026,Finance,General Fund,Employee Services,142014,Expenses,Fund Total,13283
2026,Finance,General Fund,Employee Services,84384,Expenses,Fund Total,13284
2026,Police,General Fund,Employee Services,266772,Expenses,Fund Total,13285
2026,Police,General Fund,Employee Services,55002,Expenses,Fund Total,13286
2026,Fire,General Fund,Employee Services,24930,Expenses,Fund Total,13287
2026,Community Development,Measure U Fund,Other Services and Supplies,2055,Expenses,Fund Total,13288
2026,Public Works,Parking Fund,Other Services and Supplies,2294,Expenses,Enterprise Funds,13289
2026,Community Development,Measure U Fund,Other Services and Supplies,150,Expenses,Fund Total,13290
2026,Public Works,Parking Fund,Other Services and Supplies,859,Expenses,Enterprise Funds,13291
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,13292
2026,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,35891,Expenses,Other Governmental Funds,13293
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,17083,Expenses,Fund Total,13294
2026,Community Response,Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,13295
2026,Police,General Fund,Other Services and Supplies,400,Expenses,Fund Total,13296
2026,Police,General Fund,Other Services and Supplies,600,Expenses,Fund Total,13297
2026,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,297545,Expenses,Other Governmental Funds,13298
2026,Police,General Fund,Other Services and Supplies,472,Expenses,Fund Total,13299
2026,Citywide and Community Support,Interdepartmental Service Fund,Labor and Supply Offset,1341654,Expenses,Other Governmental Funds,13300
2026,Police,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,13301
2026,Citywide and Community Support,Interdepartmental Service Fund,Labor and Supply Offset,1108170,Expenses,Other Governmental Funds,13302
2026,Police,General Fund,Other Services and Supplies,500,Expenses,Fund Total,13303
2026,Citywide and Community Support,Interdepartmental Service Fund,Labor and Supply Offset,109831,Expenses,Other Governmental Funds,13304
2026,Police,General Fund,Other Services and Supplies,8500,Expenses,Fund Total,13305
2026,Utilities,Water Fund,Labor and Supply Offset,-1500,Expenses,Enterprise Funds,13306
2026,Fire,General Fund,Other Services and Supplies,1299,Expenses,Fund Total,13307
2026,Information Technology,General Fund,Labor and Supply Offset,-135576,Expenses,Fund Total,13308
2026,Fire,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,13309
2026,Utilities,Wastewater Fund,Labor and Supply Offset,-7500,Expenses,Enterprise Funds,13310
2026,Utilities,Water Fund,Labor and Supply Offset,-66506,Expenses,Enterprise Funds,13311
